task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
341	e0/f6ca56	7281	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00447_S34_L001)	COMPLETED	0	2020-06-23 15:02:07.719	18.9s	17.5s	102.3%	267.2 MB	413 MB	212.2 MB	167.2 MB
346	2b/5d589e	10211	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00466_S53_L001)	COMPLETED	0	2020-06-23 15:02:13.221	14.5s	12.9s	98.7%	138.5 MB	219.9 MB	163.5 MB	127.1 MB
344	5a/5587b1	10072	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00483_S70_L001)	COMPLETED	0	2020-06-23 15:02:12.697	17.5s	15.6s	96.3%	266.5 MB	412 MB	184.7 MB	143.5 MB
351	e1/ccc0f9	13899	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00472_S59_L001)	COMPLETED	0	2020-06-23 15:02:19.628	11.1s	9.7s	101.1%	137.1 MB	218.6 MB	131.6 MB	100.3 MB
348	19/b7bff7	12526	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00471_S58_L001)	COMPLETED	0	2020-06-23 15:02:17.458	14.5s	13s	91.5%	731.4 MB	779.4 MB	50.8 MB	38.3 MB
353	cf/bcde91	15347	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00491_S78_L001)	COMPLETED	0	2020-06-23 15:02:22.120	10.1s	8.8s	97.0%	136.5 MB	218.1 MB	117 MB	90.9 MB
342	7b/1907fb	8752	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00469_S56_L001)	COMPLETED	0	2020-06-23 15:02:10.409	22.5s	21.2s	99.4%	778.3 MB	822.9 MB	160.8 MB	125.5 MB
340	07/44c487	6261	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00447_S34_L001)	COMPLETED	0	2020-06-23 15:02:05.934	27.3s	25.8s	102.0%	901.6 MB	1024 MB	212.4 MB	167.2 MB
345	83/6a9625	8811	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00483_S70_L001)	COMPLETED	0	2020-06-23 15:02:10.554	25.3s	24s	96.7%	996.4 MB	1.1 GB	184.9 MB	143.5 MB
347	a7/9f4448	10164	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00466_S53_L001)	COMPLETED	0	2020-06-23 15:02:13.088	23.1s	21.8s	97.4%	788.4 MB	831.6 MB	163.6 MB	127 MB
354	ca/af622d	18006	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00445_S32_L001)	COMPLETED	0	2020-06-23 15:02:26.621	10s	8.5s	102.1%	136.4 MB	218.1 MB	119 MB	91.8 MB
360	54/2b62b9	21399	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00454_S41_L001)	COMPLETED	0	2020-06-23 15:02:32.920	6s	4.8s	103.8%	71.4 MB	120.8 MB	70.4 MB	53.8 MB
356	5e/f46984	20176	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00480_S67_L001)	COMPLETED	0	2020-06-23 15:02:30.739	9.7s	8.1s	106.6%	136.8 MB	218.4 MB	116.2 MB	89.8 MB
350	67/a98860	15327	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00472_S59_L001)	COMPLETED	0	2020-06-23 15:02:22.037	19.7s	18.5s	98.7%	866.5 MB	917.8 MB	131.8 MB	100.2 MB
352	35/10b765	16578	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00491_S78_L001)	COMPLETED	0	2020-06-23 15:02:24.221	18.7s	17.2s	98.8%	904.4 MB	961.6 MB	117.1 MB	90.9 MB
367	47/861369	26951	ncovIllumina:sequenceAnalysis:makeConsensus (NTC-20200604-run-12_S86_L001)	COMPLETED	0	2020-06-23 15:02:41.869	2.1s	421ms	54.1%	12.2 MB	23.3 MB	3.5 MB	1.8 MB
359	92/bbf854	21096	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00489_S76_L001)	COMPLETED	0	2020-06-23 15:02:32.286	12s	11.1s	102.8%	137.5 MB	219 MB	147.9 MB	114.4 MB
355	f6/486a4c	18584	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00445_S32_L001)	COMPLETED	0	2020-06-23 15:02:27.837	18.9s	17.3s	99.0%	920.3 MB	976.8 MB	119.1 MB	91.7 MB
366	16/b5cf7d	26062	ncovIllumina:sequenceAnalysis:callVariants (NTC-20200604-run-12_S86_L001)	COMPLETED	0	2020-06-23 15:02:40.471	7.4s	5.7s	84.9%	463.8 MB	475.3 MB	3.3 MB	1.4 MB
363	0b/b36584	23218	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00462_S49_L001)	COMPLETED	0	2020-06-23 15:02:36.196	12.1s	10.7s	103.6%	137 MB	218.6 MB	146.8 MB	113.9 MB
361	23/af97b9	21730	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00454_S41_L001)	COMPLETED	0	2020-06-23 15:02:33.314	15.1s	13.5s	96.9%	819.3 MB	850.5 MB	70.6 MB	53.7 MB
357	08/7ddc88	19989	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00480_S67_L001)	COMPLETED	0	2020-06-23 15:02:30.248	18.7s	17.5s	96.5%	909.5 MB	967.5 MB	116.4 MB	89.7 MB
370	02/d336d4	28556	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00497_S84_L001)	COMPLETED	0	2020-06-23 15:02:44.307	7.5s	6.1s	96.9%	72.2 MB	121.7 MB	83.7 MB	63.9 MB
364	6f/e3e9d4	23692	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00477_S64_L001)	COMPLETED	0	2020-06-23 15:02:36.679	15.7s	14s	102.7%	266.6 MB	412.1 MB	180.2 MB	138.6 MB
358	15/927007	20907	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00489_S76_L001)	COMPLETED	0	2020-06-23 15:02:31.958	20.9s	19.8s	99.8%	825.3 MB	871.2 MB	148 MB	114.3 MB
369	01/cd99ae	28308	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00493_S80_L001)	COMPLETED	0	2020-06-23 15:02:44.056	11.8s	10.6s	104.8%	137.7 MB	219.1 MB	146.9 MB	114 MB
362	41/7581f3	23124	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00462_S49_L001)	COMPLETED	0	2020-06-23 15:02:35.896	21.1s	19.9s	97.9%	802.8 MB	852.5 MB	146.9 MB	113.9 MB
372	ae/f6d7ec	30811	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00495_S82_L001)	COMPLETED	0	2020-06-23 15:02:47.922	9.9s	8.6s	100.0%	138.4 MB	219.9 MB	110.9 MB	86.5 MB
378	1b/8a3bd9	1815	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00423_S10_L001)	COMPLETED	0	2020-06-23 15:02:52.951	8.2s	6.7s	98.5%	73.5 MB	123 MB	86.8 MB	67.1 MB
381	6c/5b443d	4777	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00438_S25_L001)	COMPLETED	0	2020-06-23 15:02:57.958	5.3s	3.8s	91.6%	38.8 MB	72.2 MB	50.2 MB	38.7 MB
365	bb/407764	25198	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00477_S64_L001)	COMPLETED	0	2020-06-23 15:02:39.022	24.6s	22.8s	99.8%	1 GB	1.2 GB	180.3 MB	138.5 MB
371	6b/8e3d63	30014	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00497_S84_L001)	COMPLETED	0	2020-06-23 15:02:46.804	16.9s	15.5s	94.6%	832.1 MB	854.1 MB	83.8 MB	63.8 MB
368	2b/b12943	27609	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00493_S80_L001)	COMPLETED	0	2020-06-23 15:02:42.957	20.9s	19.5s	100.7%	837.1 MB	882.2 MB	147 MB	114 MB
373	f5/420a83	31049	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00495_S82_L001)	COMPLETED	0	2020-06-23 15:02:48.397	18.6s	17.3s	98.1%	931 MB	990.1 MB	111 MB	86.5 MB
377	e8/57becd	1142	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00474_S61_L001)	COMPLETED	0	2020-06-23 15:02:52.465	15.2s	14.1s	101.4%	266.8 MB	412.6 MB	178.2 MB	135.5 MB
385	2d/f91f13	8196	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00298_S90_L001)	COMPLETED	0	2020-06-23 15:03:03.772	6.4s	5.4s	93.5%	72.4 MB	121.9 MB	68.7 MB	53 MB
380	9e/3b199c	4259	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00438_S25_L001)	COMPLETED	0	2020-06-23 15:02:57.109	13.3s	12.2s	96.7%	781.2 MB	828 MB	50.3 MB	38.7 MB
383	03/d7e7b9	6543	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00488_S75_L001)	COMPLETED	0	2020-06-23 15:03:01.246	9.6s	7.9s	94.0%	136 MB	217.5 MB	102.1 MB	79.5 MB
375	52/0b33a8	31087	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00485_S72_L001)	COMPLETED	0	2020-06-23 15:02:48.504	22.9s	21.7s	98.9%	270.6 MB	416.3 MB	218.5 MB	170 MB
379	b5/8f21cf	3530	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00423_S10_L001)	COMPLETED	0	2020-06-23 15:02:55.965	16.4s	15s	98.7%	903 MB	984.5 MB	86.9 MB	67.1 MB
386	3d/b47f21	8249	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00464_S51_L001)	COMPLETED	0	2020-06-23 15:03:03.901	10.6s	9.4s	103.0%	136.5 MB	218 MB	130.1 MB	100.4 MB
376	ed/5e4da4	660	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00474_S61_L001)	COMPLETED	0	2020-06-23 15:02:51.816	24.3s	22.9s	99.0%	739.9 MB	784.1 MB	178.3 MB	135.5 MB
384	16/0c3e3f	8114	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00298_S90_L001)	COMPLETED	0	2020-06-23 15:03:03.667	15.5s	14.5s	91.0%	863.4 MB	892.5 MB	68.8 MB	53 MB
374	0a/a34b5b	31461	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00485_S72_L001)	COMPLETED	0	2020-06-23 15:02:48.998	30.3s	28.8s	102.8%	1 GB	1.1 GB	218.6 MB	170 MB
382	0d/99d55e	7713	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00488_S75_L001)	COMPLETED	0	2020-06-23 15:03:03.323	17.2s	16.1s	97.3%	906.7 MB	974.2 MB	102.2 MB	79.4 MB
391	5a/a913eb	12293	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00460_S47_L001)	COMPLETED	0	2020-06-23 15:03:10.851	12.9s	11.5s	99.8%	137.3 MB	218.9 MB	152 MB	117.3 MB
392	c9/233949	12809	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00437_S24_L001)	COMPLETED	0	2020-06-23 15:03:11.449	12.6s	11.1s	103.7%	137.4 MB	218.9 MB	151.2 MB	116.1 MB
394	48/6b92e8	15524	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00455_S42_L001)	COMPLETED	0	2020-06-23 15:03:16.267	8s	6.6s	97.2%	72.7 MB	122.2 MB	86.8 MB	66 MB
388	2a/fbc766	10491	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00450_S37_L001)	COMPLETED	0	2020-06-23 15:03:07.748	16.9s	15.5s	100.8%	266.9 MB	412.8 MB	191.6 MB	149 MB
396	4f/c9b991	17015	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00478_S65_L001)	COMPLETED	0	2020-06-23 15:03:19.228	7s	5.4s	95.9%	71.5 MB	120.9 MB	74.7 MB	57.8 MB
387	4c/7f9a6e	10369	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00464_S51_L001)	COMPLETED	0	2020-06-23 15:03:06.993	20s	18.3s	97.3%	878.9 MB	932.9 MB	130.2 MB	100.3 MB
398	02/5f4af8	18057	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00430_S17_L001)	COMPLETED	0	2020-06-23 15:03:20.639	8.3s	6.5s	108.2%	74.8 MB	124.3 MB	78.7 MB	60.1 MB
402	29/f5360a	20607	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00487_S74_L001)	COMPLETED	0	2020-06-23 15:03:24.695	5.2s	3.7s	106.7%	39.4 MB	72.7 MB	55.5 MB	43.1 MB
390	80/157203	12155	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00460_S47_L001)	COMPLETED	0	2020-06-23 15:03:10.457	20.8s	19.7s	101.1%	827.6 MB	870.3 MB	152.1 MB	117.2 MB
395	3f/70902e	14507	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00455_S42_L001)	COMPLETED	0	2020-06-23 15:03:14.575	16.7s	15.5s	94.6%	943.3 MB	1 GB	86.9 MB	66 MB
393	95/ecb454	13314	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00437_S24_L001)	COMPLETED	0	2020-06-23 15:03:12.433	21.5s	19.7s	101.2%	822.8 MB	867.6 MB	151.3 MB	116 MB
397	bd/9a2da8	17082	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00478_S65_L001)	COMPLETED	0	2020-06-23 15:03:19.359	15.1s	13.8s	98.6%	916.9 MB	940.7 MB	74.8 MB	57.7 MB
389	01/fe4757	12047	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00450_S37_L001)	COMPLETED	0	2020-06-23 15:03:10.221	24.6s	23.6s	101.5%	972.6 MB	1.1 GB	191.7 MB	148.9 MB
403	4e/43da4c	21698	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00487_S74_L001)	COMPLETED	0	2020-06-23 15:03:26.220	14.2s	12.5s	97.3%	890.9 MB	929.4 MB	55.6 MB	43 MB
399	fe/7a778c	19883	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00430_S17_L001)	COMPLETED	0	2020-06-23 15:03:23.805	16.9s	15.5s	91.7%	872.9 MB	894.7 MB	78.8 MB	60 MB
401	2b/ee8903	20155	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00417_S4_L001)	COMPLETED	0	2020-06-23 15:03:24.151	18.6s	17.2s	98.9%	267.8 MB	413.6 MB	200.4 MB	156.3 MB
406	36/b177e0	23858	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00427_S14_L001)	COMPLETED	0	2020-06-23 15:03:30.011	13.7s	11.8s	92.5%	140.3 MB	222 MB	126.4 MB	98.1 MB
411	9a/ea8281	26473	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00433_S20_L001)	COMPLETED	0	2020-06-23 15:03:34.523	10.5s	8.9s	95.1%	144.2 MB	225.7 MB	92.8 MB	70.3 MB
409	79/d33c0e	26147	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00443_S30_L001)	COMPLETED	0	2020-06-23 15:03:33.953	14.2s	12.4s	102.2%	137.6 MB	219 MB	163.7 MB	127.6 MB
400	23/c5af87	20307	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00417_S4_L001)	COMPLETED	0	2020-06-23 15:03:24.352	25.9s	24.7s	102.5%	936.2 MB	1.1 GB	200.5 MB	156.2 MB
405	2f/ffcf9b	23412	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00475_S62_L001)	COMPLETED	0	2020-06-23 15:03:29.097	22.6s	21.1s	95.4%	267.3 MB	413.3 MB	233.6 MB	180.1 MB
407	19/8cee40	24589	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00427_S14_L001)	COMPLETED	0	2020-06-23 15:03:31.331	21s	19.5s	99.5%	806.5 MB	865.4 MB	126.5 MB	98 MB
416	75/20c309	325	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00439_S26_L001)	COMPLETED	0	2020-06-23 15:03:45.050	8s	6.4s	97.8%	72.4 MB	121.9 MB	84.9 MB	65.8 MB
410	a5/fd87e2	26729	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00433_S20_L001)	COMPLETED	0	2020-06-23 15:03:34.842	18.7s	17s	97.5%	858.6 MB	940.2 MB	92.9 MB	70.2 MB
408	20/e5a91d	24629	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00443_S30_L001)	COMPLETED	0	2020-06-23 15:03:31.408	23.4s	21.7s	96.5%	751.6 MB	796.3 MB	163.8 MB	127.5 MB
414	ac/185c06	31542	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00498_S85_L001)	COMPLETED	0	2020-06-23 15:03:42.820	12.7s	11.4s	97.6%	152.8 MB	234.5 MB	107.4 MB	83 MB
404	28/03c6d0	22103	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00475_S62_L001)	COMPLETED	0	2020-06-23 15:03:27.015	28.9s	27.6s	102.3%	825.8 MB	952.8 MB	233.7 MB	180.1 MB
413	bd/3070f1	30071	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00426_S13_L001)	COMPLETED	0	2020-06-23 15:03:40.497	18.6s	17.4s	99.7%	270.2 MB	415.9 MB	177.3 MB	137.4 MB
419	b8/33c096	3433	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00442_S29_L001)	COMPLETED	0	2020-06-23 15:03:50.272	9.2s	7.7s	105.0%	138.8 MB	220.8 MB	101.5 MB	78 MB
424	f8/fe19b0	6347	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00429_S16_L001)	COMPLETED	0	2020-06-23 15:03:55.531	8.1s	6.5s	97.6%	72.3 MB	121.8 MB	92.6 MB	68 MB
415	4d/35bc47	31948	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00498_S85_L001)	COMPLETED	0	2020-06-23 15:03:43.750	21.1s	19.9s	96.5%	818.7 MB	900.2 MB	107.5 MB	82.9 MB
417	75/ae8b1c	2457	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00439_S26_L001)	COMPLETED	0	2020-06-23 15:03:48.280	17.3s	15.7s	98.5%	828.4 MB	849.1 MB	85 MB	65.7 MB
426	ea/df6202	8454	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00422_S9_L001)	COMPLETED	0	2020-06-23 15:03:59.137	7.6s	5.9s	68.7%	87.2 MB	572.4 MB	47.9 MB	661.6 KB
412	4e/c66afc	30211	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00426_S13_L001)	COMPLETED	0	2020-06-23 15:03:40.801	26.5s	24.8s	101.2%	1 GB	1.2 GB	177.4 MB	137.4 MB
418	38/bb719f	4196	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00442_S29_L001)	COMPLETED	0	2020-06-23 15:03:51.804	17.3s	16.1s	102.1%	886 MB	955.6 MB	101.6 MB	78 MB
422	e5/10d636	5216	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00418_S5_L001)	COMPLETED	0	2020-06-23 15:03:53.592	17.2s	15.7s	98.9%	268.6 MB	414.3 MB	172.4 MB	134.3 MB
427	b6/8574c0	8649	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00463_S50_L001)	COMPLETED	0	2020-06-23 15:03:59.490	13s	11.5s	97.0%	139.4 MB	221.2 MB	133.4 MB	103.2 MB
425	95/0cba27	6610	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00429_S16_L001)	COMPLETED	0	2020-06-23 15:03:56.024	16.8s	15s	97.0%	906.4 MB	987.9 MB	92.7 MB	68 MB
421	64/f3f7ec	4870	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00425_S12_L001)	COMPLETED	0	2020-06-23 15:03:53.113	22.1s	20.8s	99.5%	269.8 MB	415.4 MB	217.8 MB	169.1 MB
433	f2/6fccff	14281	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00414_S1_L001)	COMPLETED	0	2020-06-23 15:04:09.204	9.2s	7.6s	94.5%	136.5 MB	218 MB	98.3 MB	76.5 MB
423	76/f60ba4	5983	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00418_S5_L001)	COMPLETED	0	2020-06-23 15:03:54.857	24.4s	23.1s	101.6%	1 GB	1.2 GB	172.5 MB	134.2 MB
420	78/ee9166	4447	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00425_S12_L001)	COMPLETED	0	2020-06-23 15:03:52.392	29.5s	27.9s	103.2%	865.4 MB	1010.9 MB	217.9 MB	169.1 MB
435	4d/6b3e31	16511	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00457_S44_L001)	COMPLETED	0	2020-06-23 15:04:12.869	11.4s	9.9s	98.7%	137.8 MB	219.3 MB	126.2 MB	96.2 MB
428	d6/7fc7a7	10936	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00463_S50_L001)	COMPLETED	0	2020-06-23 15:04:03.764	20.8s	19.2s	99.8%	800.6 MB	857.9 MB	133.5 MB	103.1 MB
432	bd/857bc1	13050	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00481_S68_L001)	COMPLETED	0	2020-06-23 15:04:07.304	17.2s	15.9s	98.1%	266.6 MB	412.2 MB	191.3 MB	147.9 MB
439	cc/fac1d6	19759	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00297_S89_L001)	COMPLETED	0	2020-06-23 15:04:19.310	7s	5.3s	78.2%	104.1 MB	588.6 MB	52.4 MB	660.2 KB
429	b3/fa8aa7	11675	ncovIllumina:sequenceAnalysis:makeConsensus (Undetermined_S0_L001)	COMPLETED	0	2020-06-23 15:04:04.912	22.6s	21.4s	98.9%	269.4 MB	415.1 MB	231.9 MB	175 MB
434	03/d5f043	15334	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00414_S1_L001)	COMPLETED	0	2020-06-23 15:04:10.845	17.7s	16.2s	95.5%	905.4 MB	976 MB	98.4 MB	76.5 MB
431	2a/ab9f0d	12855	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00481_S68_L001)	COMPLETED	0	2020-06-23 15:04:06.798	24.6s	23.2s	102.3%	979.5 MB	1.1 GB	191.5 MB	147.9 MB
436	91/8367ee	16325	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00457_S44_L001)	COMPLETED	0	2020-06-23 15:04:12.619	19.6s	18.5s	98.6%	914.9 MB	966.8 MB	126.3 MB	96.2 MB
445	b6/22bcd7	24295	ncovIllumina:sequenceAnalysis:makeQCCSV (Neg2-20200604-run-12_S88_L001)	COMPLETED	0	2020-06-23 15:04:27.575	5.1s	3.6s	69.7%	102.2 MB	586.8 MB	15.5 MB	579.9 KB
437	9a/895b56	17575	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00424_S11_L001)	COMPLETED	0	2020-06-23 15:04:15.296	18.7s	17.2s	101.5%	285.7 MB	432.6 MB	172.3 MB	132.1 MB
444	fc/a33740	23612	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00451_S38_L001)	COMPLETED	0	2020-06-23 15:04:26.392	8.4s	7s	80.0%	100.8 MB	585 MB	75.5 MB	666.2 KB
441	16/6376a7	22594	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00428_S15_L001)	COMPLETED	0	2020-06-23 15:04:24.338	10.5s	9.7s	108.1%	138.6 MB	220.1 MB	131.5 MB	100.4 MB
443	e0/a8ca95	22691	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00467_S54_L001)	COMPLETED	0	2020-06-23 15:04:24.544	10.9s	9.9s	104.3%	137.8 MB	219.3 MB	131.7 MB	102.8 MB
430	ba/4c1257	12036	ncovIllumina:sequenceAnalysis:callVariants (Undetermined_S0_L001)	COMPLETED	0	2020-06-23 15:04:05.590	30.1s	28.7s	101.6%	1 GB	1.1 GB	232 MB	175 MB
450	1e/2ab9b9	28054	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00482_S69_L001)	COMPLETED	0	2020-06-23 15:04:34.065	7.7s	6.3s	83.9%	81.1 MB	573.9 MB	69.9 MB	666.1 KB
447	64/555234	26262	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00436_S23_L001)	COMPLETED	0	2020-06-23 15:04:31.442	10.9s	9.6s	105.0%	140.4 MB	222.2 MB	119.8 MB	90.6 MB
454	a7/8cc45a	29215	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00431_S18_L001)	COMPLETED	0	2020-06-23 15:04:35.796	6.7s	4.8s	80.8%	74.7 MB	560.3 MB	49.8 MB	658.2 KB
453	d2/fae46e	29011	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00441_S28_L001)	COMPLETED	0	2020-06-23 15:04:35.440	7.9s	6.6s	80.3%	79.1 MB	572 MB	72.6 MB	665.8 KB
440	29/864b40	21176	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00428_S15_L001)	COMPLETED	0	2020-06-23 15:04:22.007	21.5s	19.7s	100.1%	822.9 MB	879 MB	131.6 MB	100.3 MB
442	b3/1d7ee8	22702	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00467_S54_L001)	COMPLETED	0	2020-06-23 15:04:24.575	19.4s	18.5s	100.8%	879 MB	927.1 MB	131.8 MB	102.8 MB
448	6e/5394b0	27174	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00461_S48_L001)	COMPLETED	0	2020-06-23 15:04:32.815	12.3s	11s	101.6%	137.2 MB	218.6 MB	149.2 MB	114.3 MB
438	e3/71b5f4	19225	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00424_S11_L001)	COMPLETED	0	2020-06-23 15:04:18.468	26.7s	25.2s	104.5%	856.1 MB	884.4 MB	172.4 MB	132.1 MB
452	62/a56698	28366	ncovIllumina:sequenceAnalysis:makeConsensus (PHLON20-SARS00458_S45_L001)	COMPLETED	0	2020-06-23 15:04:34.897	10.7s	9.6s	106.0%	138.1 MB	219.7 MB	131.5 MB	99.8 MB
446	83/e6e42c	24657	ncovIllumina:sequenceAnalysis:callVariants (PHLON20-SARS00436_S23_L001)	COMPLETED	0	2020-06-23 15:04:28.576	19.3s	17.4s	103.7%	907.3 MB	963.2 MB	119.9 MB	90.5 MB
455	45/f80858	32351	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00440_S27_L001)	COMPLETED	0	2020-06-23 15:04:41.877	6s	5s	86.9%	97.5 MB	581.8 MB	56.9 MB	661.3 KB
462	09/5dabcc	2537	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00435_S22_L001)	COMPLETED	0	2020-06-23 15:04:45.240	8.3s	7s	80.1%	79.9 MB	572.8 MB	80.3 MB	667 KB
464	29/7a6311	4108	ncovIllumina:sequenceAnalysis:makeQCCSV (PHLON20-SARS00496_S83_L001)	COMPLETED	0	2020-06-23 15:04:47.918	5.7s	4.4s	72.2%	87.2 MB	572.4 MB	32.2 MB	653 KB
